Objective loss,KLD,Mutual loss
126.642,0.0655522,0.500995
129.261,0.0673984,0.502373
130.722,0.0649335,0.497895
134.139,0.0697085,0.501903
128.696,0.0659489,0.502064
135.629,0.0659019,0.500704
135.054,0.0697168,0.500316
131.403,0.0699028,0.502601
134.258,0.0703635,0.49975
130.676,0.0715429,0.496425
131.076,0.0707291,0.498288
134.345,0.0675338,0.506644
130.459,0.0675459,0.494527
136.189,0.0648503,0.497838
125.584,0.0662948,0.49876
128.878,0.0684937,0.499062
138.873,0.0626895,0.498674
123.389,0.0617189,0.498319
113.871,0.0655556,0.504017
134.912,0.0685118,0.505715
135.622,0.0626757,0.494847
130.802,0.0645059,0.500276
127.065,0.0603881,0.502651
128.063,0.0639857,0.497671
129.191,0.0635504,0.503407
129.242,0.0639606,0.500578
127.328,0.0613473,0.498419
135.82,0.0598966,0.496131
133.941,0.0599082,0.501712
128.693,0.0590238,0.502902
129.832,0.0609445,0.499047
119.251,0.0586893,0.501067
130.738,0.060964,0.500422
125.492,0.0614712,0.499207
123.171,0.0605679,0.503019
118.346,0.0630926,0.503497
125.952,0.062073,0.493048
116.226,0.0639303,0.497419
134.094,0.0625158,0.501143
137.392,0.0604125,0.499715
131.187,0.0606469,0.498396
118.316,0.0622151,0.497693
127.655,0.0608714,0.503425
132.807,0.061577,0.501139
115.809,0.0589252,0.498034
125.808,0.0590715,0.503376
126.992,0.0620081,0.496951
126.207,0.059837,0.501594
122.426,0.0591312,0.496863
130.358,0.0597765,0.499767
121.488,0.0581751,0.500196
121.19,0.0583863,0.502279
125.996,0.0614889,0.501718
128.722,0.0613126,0.497545
115.892,0.0603616,0.497774
127.243,0.0592766,0.502413
118.046,0.0590645,0.50409
124.629,0.0616401,0.500369
122.386,0.0602248,0.499531
137.752,0.0595672,0.499962
120.263,0.0602456,0.499895
117.553,0.0619376,0.49755
129.999,0.0617715,0.497003
124.899,0.0613795,0.50321
125.914,0.0590879,0.498199
127.659,0.061112,0.501266
130.904,0.0580515,0.494928
117.99,0.0599681,0.500406
124.049,0.060158,0.499017
126.632,0.0587946,0.498566
128.028,0.0602331,0.499551
131.866,0.0588853,0.500663
122.849,0.0569462,0.496506
126.223,0.0579107,0.504482
129.079,0.0580987,0.499781
129.36,0.0578175,0.495213
125.947,0.058249,0.496042
129.225,0.0569544,0.496677
134.735,0.0587347,0.496561
127.662,0.0574233,0.500673
123.625,0.0569525,0.501811
126.674,0.0549085,0.498815
121.904,0.057274,0.497779
131.166,0.0578708,0.50153
129.749,0.0571584,0.496268
123.327,0.0574414,0.501747
124.486,0.0551031,0.501467
120.673,0.059377,0.494871
129.95,0.0572537,0.495304
125.035,0.0570681,0.499574
129.391,0.0569457,0.502218
123.335,0.0573327,0.498667
118.066,0.056575,0.500288
133.522,0.0576326,0.497256
118.514,0.0577749,0.503084
125.979,0.0571223,0.499789
123.454,0.0590487,0.496813
124.743,0.0594601,0.497652
122.641,0.0619427,0.503482
125.068,0.0569695,0.497094
128.399,0.0580216,0.496054
121.677,0.0607478,0.501914
124.796,0.0601528,0.504666
116.76,0.0567107,0.502582
113.149,0.0603051,0.504448
132.637,0.0602976,0.503747
130.373,0.0586864,0.502849
117.175,0.0603674,0.501882
122.391,0.059962,0.50035
120.543,0.0607528,0.502964
131.964,0.0592333,0.501304
120.79,0.0583816,0.497753
121.059,0.0598067,0.498265
122.466,0.0596158,0.501585
119.268,0.05947,0.501065
120.642,0.0621086,0.498377
129.084,0.0611177,0.49908
126.394,0.0608468,0.496932
123.893,0.0607472,0.501075
122.914,0.0607449,0.498018
124.949,0.0600671,0.506855
119.76,0.0605088,0.504625
127.887,0.0582639,0.500466
122.923,0.0591814,0.499118
125.083,0.0592212,0.505132
120.557,0.0606354,0.505712
127.597,0.061233,0.505182
120.62,0.0607714,0.502322
119.712,0.0604578,0.499795
119.526,0.0621284,0.50154
132.081,0.0624272,0.49656
129.907,0.0636836,0.497896
118.986,0.0602097,0.49793
123.328,0.0606398,0.498825
120.785,0.0599309,0.50085
119.293,0.0613191,0.50169
123.707,0.0598935,0.495276
110.398,0.0616429,0.502914
119.568,0.0585544,0.500806
126.003,0.0596127,0.504498
117.122,0.0597004,0.501656
110.862,0.0604224,0.494984
126.753,0.0609327,0.498872
119.905,0.0626555,0.501502
131.711,0.0570881,0.497749
120.483,0.0611136,0.498786
120.527,0.0595373,0.500543
121.738,0.0578892,0.502144
123.654,0.058594,0.508113
123.83,0.0597554,0.501871
126.318,0.060564,0.501092
119.917,0.0615195,0.501787
127.535,0.0602351,0.498246
121.754,0.0590566,0.502001
125.052,0.063754,0.500182
122.771,0.0581075,0.499828
120.118,0.0585878,0.500843
120.628,0.0630258,0.499769
123.445,0.0595322,0.50276
130.175,0.0622761,0.499613
117.295,0.0585545,0.50424
111.971,0.0597825,0.50466
132.565,0.0583665,0.500861
118.213,0.0569282,0.502474
118.398,0.0597207,0.503211
119.648,0.0596045,0.498992
125.61,0.0603226,0.493935
116.394,0.0618281,0.495082
121.37,0.06179,0.501703
125.332,0.0605325,0.499652
121.102,0.0581324,0.502764
126.552,0.0633959,0.500204
123.599,0.0595449,0.495004
131.144,0.0579809,0.50251
121.783,0.0599705,0.502006
128.172,0.061471,0.498179
117.921,0.0611361,0.500846
122.073,0.0631156,0.501514
116.754,0.0622418,0.498096
126.542,0.063088,0.498001
126.96,0.0615725,0.503008
116.083,0.0623223,0.499391
127.513,0.0602734,0.498859
115.104,0.0623008,0.500655
119.135,0.0590952,0.500561
131.737,0.0643344,0.497775
129.892,0.0691021,0.502626
130.727,0.0620437,0.500653
116.499,0.0614808,0.502294
123.544,0.0595551,0.49429
121.585,0.0637004,0.496679
123.637,0.0622182,0.49723
118.99,0.0601736,0.50787
127.122,0.0618394,0.499663
123.488,0.0617643,0.502057
121.767,0.0602971,0.497103
134.136,0.0636063,0.49897
128.687,0.0631964,0.495448
120.838,0.0582677,0.500813
120.355,0.0611128,0.506452
128.673,0.0582839,0.501521
128.018,0.0612274,0.500991
113.54,0.0581304,0.496182
114.736,0.065296,0.500693
130.775,0.0629983,0.502673
113.759,0.0625473,0.504436
123.378,0.0625896,0.504657
115.739,0.0609551,0.500772
115.653,0.0612913,0.499542
119.068,0.0635789,0.497365
125.087,0.0645998,0.494754
111.652,0.0621101,0.499754
132.912,0.0609438,0.502418
126.784,0.0631564,0.49657
127.979,0.0649853,0.496198
130.112,0.0665297,0.500363
124.648,0.0625863,0.499905
118.37,0.0637534,0.499447
123.871,0.0602355,0.503739
120.358,0.0639825,0.498491
131.053,0.062678,0.497648
116.051,0.0622531,0.499854
118.454,0.0648542,0.501549
124.627,0.0656742,0.501861
124.039,0.0621831,0.503597
123.755,0.0617269,0.499035
125.482,0.0638649,0.498501
126.324,0.0676062,0.501516
121.587,0.0648792,0.505045
122.099,0.0644984,0.500124
120.031,0.0629179,0.50352
122.848,0.0599717,0.499797
121.222,0.067484,0.505462
120.161,0.0641577,0.499446
126.269,0.0634453,0.505023
126.328,0.0674474,0.505632
116.805,0.0647933,0.499362
119.527,0.0621591,0.500304
118.986,0.0638398,0.497024
120.189,0.0722996,0.506599
124.889,0.0648653,0.50144
110.469,0.0648321,0.506065
116.088,0.0649212,0.499875
119.665,0.0681899,0.497318
126.663,0.0652136,0.50108
124.944,0.0664136,0.505874
119.584,0.0679992,0.501863
125.546,0.0681906,0.496509
110.05,0.0660826,0.503443
121.611,0.0698008,0.504344
121.5,0.0703059,0.499555
117.19,0.0708943,0.497196
112.036,0.0690974,0.501314
119.993,0.0706863,0.495164
127.999,0.07186,0.50262
128.307,0.0698987,0.501722
112.503,0.0708197,0.495763
120.98,0.069921,0.500129
110.732,0.0678191,0.498624
126.279,0.0665984,0.498413
122.397,0.0658759,0.501439
125.238,0.0667442,0.503552
107.203,0.0693718,0.495778
119.238,0.0717691,0.49792
119.297,0.0718536,0.503217
121.673,0.0704779,0.500002
121.512,0.0683081,0.500329
115.418,0.0690875,0.490899
119.34,0.0686832,0.499583
126.797,0.0689731,0.499741
121.141,0.0699584,0.501938
126.511,0.0696383,0.498762
114.145,0.0690295,0.498219
122.99,0.071649,0.501905
127.536,0.0707718,0.506162
122.537,0.0710351,0.498146
123.74,0.0694117,0.504892
126.008,0.069175,0.500406
120.604,0.071818,0.4988
122.668,0.0757589,0.498912
118.773,0.0708544,0.499221
117.943,0.0700763,0.494519
125.808,0.0694482,0.501389
122.854,0.0690856,0.498144
119.258,0.0695991,0.500728
118.245,0.0741423,0.498834
120.671,0.0725478,0.500162
119.425,0.0751994,0.501438
120.725,0.0697388,0.502824
118.362,0.072509,0.497839
125.944,0.0709759,0.503017
120.521,0.0710058,0.502089
118.106,0.0729466,0.499882
116.713,0.0712439,0.499043
117.434,0.0714976,0.495151
120.333,0.0723895,0.500165
118.926,0.0746417,0.497226
125.707,0.0747216,0.497345
121.372,0.0756883,0.49958
118.498,0.0719997,0.499419
127.653,0.074546,0.506174
121.564,0.0690259,0.498458
119.023,0.0705007,0.496607
111.505,0.0790323,0.498265
121.61,0.0734749,0.501469
117.47,0.07835,0.495404
122.878,0.0749024,0.497664
119.46,0.0792995,0.503579
119.706,0.0736455,0.502809
114.808,0.07868,0.498273
111.84,0.0763747,0.496703
123.046,0.0727843,0.502254
104.639,0.0773357,0.500632
116.884,0.0765029,0.501342
120.822,0.0748058,0.497648
114.749,0.0782279,0.495364
121.318,0.0752647,0.494912
115.385,0.0739577,0.497572
119.606,0.0735203,0.503449
113.362,0.07706,0.497619
122.08,0.0789183,0.503993
116.655,0.0752825,0.499147
119.326,0.0754195,0.502618
114.87,0.0784017,0.503655
116.383,0.0781077,0.498318
118.178,0.07807,0.4999
110.836,0.0786054,0.497141
123.667,0.080053,0.502528
113.166,0.0789804,0.494528
113.007,0.0825359,0.49758
125.377,0.0780737,0.503011
115.441,0.0818578,0.495367
120.562,0.0794361,0.499812
114.129,0.0786182,0.496884
113.728,0.0773568,0.495806
116.679,0.0797457,0.501313
105.5,0.0763608,0.495206
115.92,0.0839657,0.500343
118.57,0.079749,0.496541
116.552,0.0786271,0.499092
113.326,0.0798683,0.50265
125.156,0.0821099,0.50031
128.094,0.0813972,0.499481
126.68,0.0798214,0.49539
112.367,0.0773402,0.497344
116.302,0.0798437,0.506103
115.76,0.0830059,0.501279
110.711,0.0782193,0.501083
112.96,0.0807272,0.501797
113.36,0.0820444,0.495562
113.793,0.0795919,0.496453
118.218,0.088253,0.502147
109.394,0.0828484,0.505118
114.956,0.0828101,0.500619
114.612,0.0828582,0.502551
123.331,0.0843828,0.497048
113.766,0.0819454,0.49545
119.191,0.0825363,0.501192
121.652,0.0821396,0.497266
122.907,0.0840092,0.507774
116.199,0.0824177,0.502202
114.402,0.0827291,0.502056
115.487,0.0799045,0.499676
125.788,0.0818544,0.502071
118.127,0.0818493,0.497775
114.712,0.0834456,0.499381
107.621,0.0841061,0.494348
117.097,0.0851175,0.49606
113.082,0.0839602,0.504312
122.788,0.0845973,0.502807
121.246,0.0806256,0.504192
115.208,0.0855893,0.501097
123.152,0.0836487,0.498987
110.49,0.0851718,0.499565
115.969,0.082815,0.499762
119.638,0.0848055,0.502092
118.978,0.0826083,0.506196
105.101,0.0847046,0.50781
113.942,0.0845265,0.498533
110.731,0.0865831,0.503475
112.193,0.088971,0.503836
127.262,0.0835532,0.501013
115.032,0.0878903,0.509027
111.726,0.0851534,0.499393
122.274,0.0838441,0.502034
111.24,0.0887787,0.499408
117.77,0.0893244,0.497004
113.627,0.0870453,0.498782
118.51,0.0893547,0.498195
119.913,0.0878905,0.501652
119.969,0.0885441,0.501759
125.041,0.0895914,0.494453
113.632,0.0885597,0.50414
112.226,0.0896983,0.498898
117.334,0.0912224,0.5011
112.772,0.0909247,0.508139
116.441,0.0898806,0.500932
108.508,0.0897125,0.501547
115.276,0.0931366,0.500909
115.581,0.0868542,0.498526
114.634,0.0917832,0.504382
110.242,0.0913146,0.505006
112.5,0.092292,0.502032
121.768,0.0916679,0.498604
111.206,0.091489,0.498246
115.06,0.0914939,0.498569
109.146,0.095935,0.499844
105.973,0.090397,0.494755
116.203,0.0935915,0.504173
106.582,0.0950013,0.499397
112.882,0.0925045,0.499939
111.915,0.0943039,0.494507
108.222,0.0950252,0.504726
115.425,0.0917283,0.504052
117.619,0.0949432,0.499548
114.264,0.0937048,0.500158
124.152,0.0945634,0.496432
108.21,0.0939495,0.497608
112.982,0.0945714,0.510495
111.803,0.0961757,0.500503
112.182,0.0923824,0.502475
108.756,0.0973551,0.496489
115.28,0.0961932,0.503312
120.264,0.0933166,0.494725
120.147,0.0933968,0.502194
110.789,0.0922853,0.498878
114.17,0.0977446,0.497456
114.303,0.0978753,0.499959
118.117,0.0914089,0.502263
117.851,0.101859,0.500679
117.501,0.0965241,0.502375
109.099,0.0951138,0.504784
112.153,0.10147,0.50343
118.334,0.0982221,0.503149
117.159,0.0982077,0.497282
112.638,0.0996049,0.496209
118.539,0.0979823,0.504958
121.827,0.100389,0.498594
106.345,0.0987608,0.502919
109.238,0.101547,0.501649
110.686,0.0957663,0.499877
106.964,0.102084,0.503098
125.963,0.097275,0.496595
112.531,0.103196,0.49997
120.47,0.096863,0.506898
109.326,0.0992976,0.49786
117.417,0.0996858,0.501399
115.683,0.101429,0.505551
112.246,0.0943162,0.500735
118.067,0.0999412,0.502518
115.459,0.100656,0.502562
113.76,0.103265,0.500071
103.911,0.103526,0.501845
117.348,0.10163,0.495426
108.671,0.0964898,0.495588
116.987,0.101039,0.503739
117.176,0.107474,0.503348
112.2,0.10215,0.498178
117.512,0.101294,0.503759
117.928,0.100277,0.499645
112.816,0.102321,0.499682
105.825,0.102227,0.504866
121.463,0.103102,0.501105
116.069,0.104188,0.504275
108.536,0.101532,0.497149
108.494,0.105432,0.502155
117.097,0.102413,0.500584
116.219,0.102008,0.501689
117.737,0.104235,0.493749
119.222,0.106902,0.503053
102.566,0.105774,0.499974
114.176,0.103751,0.503533
108.085,0.101912,0.502689
113.286,0.103801,0.49997
118.469,0.103165,0.502205
101.062,0.10541,0.500772
98.5602,0.105515,0.503768
115.013,0.10932,0.503101
124.314,0.102311,0.505112
113.402,0.105073,0.502364
110.114,0.107922,0.500867
102.042,0.104295,0.501548
113.705,0.108827,0.498316
103.408,0.105752,0.505479
119.615,0.10934,0.501781
110.004,0.105885,0.496116
114.128,0.109002,0.50664
124.259,0.100224,0.500153
112.233,0.107269,0.502189
111.956,0.10701,0.498125
104.156,0.106464,0.495725
115.232,0.10556,0.503892
116.491,0.101999,0.497229
111.102,0.10722,0.499408
113.323,0.1076,0.49851
111.956,0.110768,0.498473
115.738,0.109094,0.50301
109.594,0.111815,0.498798
114.278,0.10756,0.501682
110.87,0.10507,0.502941
114.995,0.105549,0.502338
113.554,0.1098,0.497949
111.136,0.11152,0.502313
103.788,0.111017,0.504944
109.601,0.110976,0.504238
112.588,0.111252,0.500035
108.361,0.107788,0.503857
119.168,0.112444,0.501639
108.512,0.110005,0.501177
108.178,0.115241,0.494856
105.616,0.112241,0.501018
112.463,0.108761,0.499984
105.45,0.111586,0.502443
114.931,0.114737,0.504752
112.773,0.110932,0.49713
105.045,0.111296,0.50371
110.877,0.112284,0.50333
114.516,0.11601,0.49583
109.15,0.114642,0.505154
109.368,0.105326,0.500422
101.416,0.113399,0.498108
108.951,0.115917,0.501627
113.348,0.115049,0.500018
101.696,0.113805,0.497623
116.921,0.114948,0.500205
108.734,0.109638,0.501759
108.424,0.113371,0.50188
122.728,0.115874,0.497871
113.438,0.113693,0.503112
106.74,0.113638,0.496756
108.319,0.111674,0.495846
102.313,0.114733,0.496427
104.953,0.11486,0.505658
105.54,0.116238,0.498385
110.68,0.115574,0.498825
110.899,0.11748,0.496668
110.692,0.110772,0.501875
103.321,0.118864,0.493936
109.679,0.116894,0.501916
114.437,0.117817,0.500891
106.737,0.120865,0.500322
114.298,0.119303,0.499553
105.614,0.118422,0.50154
109.728,0.113959,0.501872
110.364,0.118967,0.501052
121.2,0.115194,0.502931
104.48,0.116746,0.503793
120.07,0.113985,0.500513
109.429,0.116591,0.502738
109.095,0.116955,0.500468
110.219,0.121402,0.502319
113.885,0.117815,0.501503
106.923,0.121356,0.498615
117.586,0.115758,0.50083
104.348,0.118926,0.497371
100.795,0.122492,0.501443
108.091,0.118488,0.503559
118.587,0.118988,0.498508
113.697,0.116785,0.501258
115.021,0.114269,0.498842
103.249,0.11398,0.502406
108.561,0.117785,0.499614
112.619,0.116566,0.502765
109.733,0.119428,0.499211
111.872,0.119365,0.495842
111.169,0.112843,0.49932
117.915,0.116718,0.502081
109.27,0.122108,0.502079
112.548,0.113301,0.50552
119.43,0.116683,0.501758
106.096,0.119526,0.496657
113.502,0.122013,0.500517
111.558,0.116601,0.500617
113.682,0.123687,0.499237
107.216,0.119622,0.506903
112.83,0.118598,0.495355
116.507,0.124175,0.502581
105.58,0.120776,0.499568
107.207,0.117841,0.498016
112.112,0.127805,0.501477
109.685,0.127002,0.494383
104.216,0.118208,0.505253
108.65,0.125886,0.499334
109.061,0.121749,0.503931
106.829,0.122452,0.500345
102.88,0.126268,0.50546
107.435,0.12132,0.499414
107.706,0.124305,0.500613
107.456,0.117113,0.503978
106.592,0.124358,0.50036
108.016,0.122019,0.499102
104.227,0.122312,0.504885
107.029,0.128246,0.504791
107.562,0.12058,0.498439
111.824,0.127981,0.505208
110.661,0.129564,0.500118
111.582,0.127086,0.505146
102.593,0.121554,0.495684
107.682,0.116251,0.500933
107.67,0.128356,0.501275
109.932,0.12599,0.498974
106.353,0.125688,0.505147
111.912,0.124686,0.501939
107.806,0.12708,0.500619
105.909,0.127699,0.5006
111.756,0.124825,0.502794
113.268,0.127636,0.501583
112.156,0.132994,0.504743
111.193,0.127469,0.496951
109.375,0.124777,0.500579
114.392,0.123476,0.503324
106.469,0.12406,0.496611
122.958,0.127258,0.500127
121.247,0.124147,0.504684
107.008,0.126369,0.503702
108.28,0.127644,0.498432
107.913,0.126858,0.499154
107.154,0.130037,0.497594
113.439,0.128301,0.496125
107.056,0.129771,0.501985
117.134,0.125654,0.500864
109.095,0.122178,0.501243
111.206,0.13401,0.49816
103.164,0.133455,0.498832
112.08,0.131368,0.497235
107.187,0.127531,0.498801
107.398,0.132988,0.498537
104.314,0.131553,0.499585
118.463,0.128121,0.507262
112.878,0.131663,0.49698
115.738,0.127829,0.501497
103.941,0.132883,0.500655
109.501,0.133945,0.495942
104.264,0.134214,0.496635
111.596,0.131849,0.498863
111.133,0.135328,0.497294
111.679,0.132035,0.498967
108.394,0.135587,0.498852
116.028,0.126417,0.503882
108.187,0.128668,0.501357
110.09,0.129271,0.499997
106.034,0.127691,0.50094
111.166,0.127228,0.50156
116.702,0.132517,0.50307
105.384,0.129363,0.502554
110.904,0.133269,0.499547
113.213,0.130062,0.501487
