Objective loss
206.176
206.082
205.995
205.921
205.846
205.766
205.656
205.538
205.473
205.48
205.309
205.265
205.145
205.09
204.799
204.793
204.868
204.654
204.488
204.484
204.461
204.183
204.012
203.873
203.766
203.79
203.629
203.665
203.538
203.698
203.151
202.953
202.72
202.687
202.831
202.074
202.384
201.719
200.799
200.735
200.323
198.739
198.323
196.472
195.081
192.498
191.92
185.381
181.26
176.681
172.187
159.991
155.229
140.957
136.403
135.039
131.812
131.096
135.259
125.127
134.782
127.531
132.798
126.025
130.91
135.234
129.147
128.859
133.583
125.616
134.243
128.907
122.955
133.666
121.545
128.516
129.185
127.177
118.944
122.838
122.786
122.878
124.488
128.035
116.347
123.639
114.044
122.666
112.09
120.975
116.052
119.105
119.413
120.318
109.436
118.96
113.043
135.799
117.727
126.282
104.467
132.29
110.368
123.629
110.0
113.682
108.369
114.424
108.683
119.15
107.868
114.84
108.166
106.73
118.116
117.175
109.32
110.139
114.754
104.734
112.656
104.153
108.007
101.332
115.55
105.078
112.492
96.4982
137.358
95.9107
113.138
98.8344
105.948
94.8333
105.005
89.7205
107.964
92.64
99.8569
89.8796
102.671
93.9998
96.745
96.8518
93.3805
94.4669
93.8142
91.2171
90.893
94.7219
93.472
87.0967
82.9595
86.461
88.0184
89.0989
86.5974
91.1211
86.4521
85.1214
88.041
80.9237
91.047
91.392
90.2713
94.8471
84.982
88.979
88.6492
89.378
97.43
90.7295
83.8985
88.1824
86.2194
92.0662
82.0195
90.6443
86.5694
85.7692
89.4845
87.963
84.2744
86.4896
93.3128
92.575
85.2875
92.7766
87.5801
81.2707
87.037
87.6151
80.6242
84.3733
81.4226
90.8027
86.1037
86.4464
91.845
92.4618
93.5173
151.457
87.5024
80.2215
88.7591
84.8278
83.0512
94.045
84.7481
84.6883
88.6858
80.6163
83.1543
77.5604
91.3281
84.7311
82.2038
90.5193
79.4197
84.2988
83.3065
84.6325
87.6527
89.477
85.7203
79.965
83.5875
77.1893
86.4123
78.6587
83.4984
82.5857
87.7697
85.6734
87.0256
86.8786
86.0665
83.307
76.7366
80.5798
82.8826
76.1935
85.3288
80.6419
80.0214
78.9458
87.3682
81.5935
81.59
75.7146
79.3065
88.3531
80.2735
84.3847
83.6675
85.6472
84.8073
83.0077
79.706
79.4246
85.3379
81.3627
79.8366
79.8872
88.0322
83.7115
86.01
80.8543
82.3599
82.6362
77.4134
78.429
79.4989
85.4381
78.3667
81.6097
84.7923
78.7688
81.1793
76.882
77.6208
77.5305
77.7968
82.772
81.5823
80.9924
82.8084
80.6433
82.7008
81.2463
81.1693
87.5846
81.9089
81.3465
77.2724
88.7169
77.917
79.489
78.1211
85.8975
83.2679
78.4569
83.532
70.3534
73.9043
85.9987
79.0051
79.912
85.4437
83.0947
91.6722
81.9814
79.4461
82.8481
79.9322
81.5345
78.3889
80.9249
76.5996
77.6712
73.4474
77.0562
75.9679
80.3594
83.1416
78.1564
82.2176
81.7431
81.7538
84.8245
82.9907
80.4266
84.3718
82.6169
83.488
73.6134
84.7934
81.4271
78.4557
84.4779
78.8717
85.5713
83.1431
75.6363
81.3965
80.3252
78.5186
81.1767
80.7835
73.424
74.4225
87.6348
79.8216
79.1244
77.7831
78.5547
83.4399
78.7459
78.1929
87.4335
77.8466
74.1564
76.0454
77.4189
82.7311
78.7814
85.2021
86.2388
83.2735
76.3593
75.8529
82.99
80.3972
72.6534
75.6724
82.8649
79.2283
79.4981
81.9259
74.5142
83.2561
75.9317
78.2677
72.8648
72.6849
84.6526
79.8621
81.8621
77.5707
78.7468
80.8106
82.1418
75.9521
84.9083
77.5762
79.3748
73.8633
83.648
80.1449
79.7808
76.3176
77.3943
81.0292
79.9286
78.1836
72.2521
83.0763
72.9259
83.2332
75.7294
72.9434
72.0945
75.7455
77.8995
80.5128
77.2345
76.5577
84.0665
80.281
73.6711
79.2985
82.3534
76.7227
79.9413
79.9918
77.5037
75.7829
79.4439
79.27
82.0413
73.5274
77.8055
84.8899
77.1779
77.9411
74.2017
75.9226
76.2708
77.0765
81.5547
69.9151
77.9086
73.8596
75.4042
77.4406
86.3554
71.6456
77.5215
78.9738
75.0
70.949
77.9103
72.2747
71.9461
79.8977
77.7952
77.2183
76.0213
75.2654
76.1301
78.684
79.7142
70.0216
80.1047
75.8347
76.2057
82.3992
77.3069
75.0379
83.7307
69.864
79.1904
80.3033
76.1917
79.7043
78.3284
79.785
79.684
75.8455
78.0539
82.5459
86.3306
80.6821
71.6607
76.4966
81.5408
83.6825
79.5848
74.1057
78.4467
75.8104
76.3192
77.4435
82.1186
79.3213
71.6843
77.4814
77.7413
82.5802
79.6222
78.1073
86.5512
80.9482
81.4849
74.7903
81.6692
85.5332
72.6652
82.3666
82.5957
79.3214
77.8259
81.8817
76.4587
80.1276
78.5481
78.1231
74.1298
72.2441
78.6525
77.7381
82.4603
77.2
71.6013
78.0204
75.1956
80.4151
75.2462
75.1329
80.5676
79.413
79.4203
75.6512
79.5599
79.0674
83.7402
75.0273
78.6488
76.3695
74.3536
77.2762
84.8226
87.3817
80.067
77.0865
74.6503
69.5756
82.2362
83.6653
78.0416
86.9362
83.9205
76.0516
71.5311
77.0046
73.2217
78.3801
75.8215
80.0384
81.819
79.4048
80.7426
77.5954
84.2405
74.2652
80.3557
80.4128
82.1508
77.2313
75.4336
79.0981
76.0869
79.6962
74.5474
76.0465
77.0365
80.0629
73.8931
78.2685
78.6555
73.4586
79.0402
80.4252
74.4416
80.114
77.8529
74.6265
78.3808
75.3868
78.6745
70.7467
82.8811
73.2351
78.4433
81.0163
88.2495
79.1278
75.8623
76.3231
78.1942
74.8149
75.4383
77.0246
75.8546
82.3227
82.2554
77.2491
82.0135
77.0727
75.7714
73.1786
73.1671
78.5175
72.1623
77.6738
78.5399
76.7411
80.7524
75.7002
78.2482
80.4405
74.3153
80.2718
80.4358
79.2428
79.1558
84.4888
72.6738
75.8282
79.0643
75.2183
81.1262
78.9152
79.8683
72.3579
73.3092
76.0515
73.1053
75.2456
75.2937
68.451
77.4762
83.774
75.4247
71.8982
77.2288
71.7492
76.7594
74.8522
73.8071
75.9344
75.0678
73.7511
82.0505
75.722
81.2709
78.2533
76.4041
74.7467
77.3207
71.8675
72.6233
78.6386
75.5545
83.1673
77.5159
76.2335
82.7869
75.3754
76.5107
74.2678
70.9964
85.8388
70.3416
79.451
72.8465
72.4184
76.9068
75.5611
77.6313
80.2938
84.6841
79.6655
