Objective loss,KLD
96.1334,0.412188
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
76.7843,145.902
67.5248,158.165
64.0952,144.062
57.299,148.137
51.1429,125.902
46.6372,103.91
45.1345,115.099
38.2141,85.8023
30.4264,62.4504
23.8249,55.7336
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
76.7843,145.902
67.5248,158.165
64.0952,144.062
57.299,148.137
51.1429,125.902
46.6372,103.91
45.1345,115.099
38.2141,85.8023
30.4264,62.4504
23.8249,55.7336
18.1628,42.3765
14.346,32.5012
11.9212,26.9621
9.14846,21.716
7.09884,17.9584
5.30979,13.5586
3.9489,10.9578
12.237,17.1442
70.406,31.0479
41.0241,23.6826
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
76.7843,145.902
67.5248,158.165
64.0952,144.062
57.299,148.137
51.1429,125.902
46.6372,103.91
45.1345,115.099
38.2141,85.8023
30.4264,62.4504
23.8249,55.7336
18.1628,42.3765
14.346,32.5012
11.9212,26.9621
9.14846,21.716
7.09884,17.9584
5.30979,13.5586
3.9489,10.9578
12.237,17.1442
70.406,31.0479
41.0241,23.6826
35.9575,60.6459
32.4442,58.9742
22.056,62.3776
16.5543,75.263
12.6025,65.6266
9.49497,67.3411
7.15816,63.1042
5.6641,48.4288
4.74449,46.8201
3.81431,36.9681
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
76.7843,145.902
67.5248,158.165
64.0952,144.062
57.299,148.137
51.1429,125.902
46.6372,103.91
45.1345,115.099
38.2141,85.8023
30.4264,62.4504
23.8249,55.7336
18.1628,42.3765
14.346,32.5012
11.9212,26.9621
9.14846,21.716
7.09884,17.9584
5.30979,13.5586
3.9489,10.9578
12.237,17.1442
70.406,31.0479
41.0241,23.6826
35.9575,60.6459
32.4442,58.9742
22.056,62.3776
16.5543,75.263
12.6025,65.6266
9.49497,67.3411
7.15816,63.1042
5.6641,48.4288
4.74449,46.8201
3.81431,36.9681
3.99182,28.908
5.73474,50.7466
5.80521,33.5135
5.44893,24.0899
3.94854,22.2904
3.60812,19.6099
3.0184,15.451
2.44695,13.6365
2.06761,11.3341
1.80977,9.96108
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
76.7843,145.902
67.5248,158.165
64.0952,144.062
57.299,148.137
51.1429,125.902
46.6372,103.91
45.1345,115.099
38.2141,85.8023
30.4264,62.4504
23.8249,55.7336
18.1628,42.3765
14.346,32.5012
11.9212,26.9621
9.14846,21.716
7.09884,17.9584
5.30979,13.5586
3.9489,10.9578
12.237,17.1442
70.406,31.0479
41.0241,23.6826
35.9575,60.6459
32.4442,58.9742
22.056,62.3776
16.5543,75.263
12.6025,65.6266
9.49497,67.3411
7.15816,63.1042
5.6641,48.4288
4.74449,46.8201
3.81431,36.9681
3.99182,28.908
5.73474,50.7466
5.80521,33.5135
5.44893,24.0899
3.94854,22.2904
3.60812,19.6099
3.0184,15.451
2.44695,13.6365
2.06761,11.3341
1.80977,9.96108
1.66986,9.23222
1.50817,8.74363
1.30595,6.78198
1.45821,5.0405
1.27516,4.12222
1.26874,4.76705
1.20326,4.48693
1.05246,3.99932
0.97803,4.23415
0.868447,3.58543
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
76.7843,145.902
67.5248,158.165
64.0952,144.062
57.299,148.137
51.1429,125.902
46.6372,103.91
45.1345,115.099
38.2141,85.8023
30.4264,62.4504
23.8249,55.7336
18.1628,42.3765
14.346,32.5012
11.9212,26.9621
9.14846,21.716
7.09884,17.9584
5.30979,13.5586
3.9489,10.9578
12.237,17.1442
70.406,31.0479
41.0241,23.6826
35.9575,60.6459
32.4442,58.9742
22.056,62.3776
16.5543,75.263
12.6025,65.6266
9.49497,67.3411
7.15816,63.1042
5.6641,48.4288
4.74449,46.8201
3.81431,36.9681
3.99182,28.908
5.73474,50.7466
5.80521,33.5135
5.44893,24.0899
3.94854,22.2904
3.60812,19.6099
3.0184,15.451
2.44695,13.6365
2.06761,11.3341
1.80977,9.96108
1.66986,9.23222
1.50817,8.74363
1.30595,6.78198
1.45821,5.0405
1.27516,4.12222
1.26874,4.76705
1.20326,4.48693
1.05246,3.99932
0.97803,4.23415
0.868447,3.58543
1.86703,6.96597
0.981214,5.66989
0.949984,5.18115
0.882737,5.29601
0.762805,5.02003
1.39733,4.54853
0.708483,4.94943
0.763227,3.60621
0.610105,4.4734
0.590958,4.04153
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
76.7843,145.902
67.5248,158.165
64.0952,144.062
57.299,148.137
51.1429,125.902
46.6372,103.91
45.1345,115.099
38.2141,85.8023
30.4264,62.4504
23.8249,55.7336
18.1628,42.3765
14.346,32.5012
11.9212,26.9621
9.14846,21.716
7.09884,17.9584
5.30979,13.5586
3.9489,10.9578
12.237,17.1442
70.406,31.0479
41.0241,23.6826
35.9575,60.6459
32.4442,58.9742
22.056,62.3776
16.5543,75.263
12.6025,65.6266
9.49497,67.3411
7.15816,63.1042
5.6641,48.4288
4.74449,46.8201
3.81431,36.9681
3.99182,28.908
5.73474,50.7466
5.80521,33.5135
5.44893,24.0899
3.94854,22.2904
3.60812,19.6099
3.0184,15.451
2.44695,13.6365
2.06761,11.3341
1.80977,9.96108
1.66986,9.23222
1.50817,8.74363
1.30595,6.78198
1.45821,5.0405
1.27516,4.12222
1.26874,4.76705
1.20326,4.48693
1.05246,3.99932
0.97803,4.23415
0.868447,3.58543
1.86703,6.96597
0.981214,5.66989
0.949984,5.18115
0.882737,5.29601
0.762805,5.02003
1.39733,4.54853
0.708483,4.94943
0.763227,3.60621
0.610105,4.4734
0.590958,4.04153
0.477143,3.73695
0.343096,3.6424
0.273856,3.32655
0.272407,3.49487
0.176218,2.90497
0.154762,2.61523
0.171214,2.41279
0.307227,2.42228
0.0889326,2.34813
0.117707,2.31563
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
76.7843,145.902
67.5248,158.165
64.0952,144.062
57.299,148.137
51.1429,125.902
46.6372,103.91
45.1345,115.099
38.2141,85.8023
30.4264,62.4504
23.8249,55.7336
18.1628,42.3765
14.346,32.5012
11.9212,26.9621
9.14846,21.716
7.09884,17.9584
5.30979,13.5586
3.9489,10.9578
12.237,17.1442
70.406,31.0479
41.0241,23.6826
35.9575,60.6459
32.4442,58.9742
22.056,62.3776
16.5543,75.263
12.6025,65.6266
9.49497,67.3411
7.15816,63.1042
5.6641,48.4288
4.74449,46.8201
3.81431,36.9681
3.99182,28.908
5.73474,50.7466
5.80521,33.5135
5.44893,24.0899
3.94854,22.2904
3.60812,19.6099
3.0184,15.451
2.44695,13.6365
2.06761,11.3341
1.80977,9.96108
1.66986,9.23222
1.50817,8.74363
1.30595,6.78198
1.45821,5.0405
1.27516,4.12222
1.26874,4.76705
1.20326,4.48693
1.05246,3.99932
0.97803,4.23415
0.868447,3.58543
1.86703,6.96597
0.981214,5.66989
0.949984,5.18115
0.882737,5.29601
0.762805,5.02003
1.39733,4.54853
0.708483,4.94943
0.763227,3.60621
0.610105,4.4734
0.590958,4.04153
0.477143,3.73695
0.343096,3.6424
0.273856,3.32655
0.272407,3.49487
0.176218,2.90497
0.154762,2.61523
0.171214,2.41279
0.307227,2.42228
0.0889326,2.34813
0.117707,2.31563
0.0780674,2.09331
0.21494,2.0966
0.423372,4.38414
0.332846,3.12555
0.592549,3.23405
0.218144,3.88788
0.234018,3.02757
0.106038,3.5619
0.296159,2.67265
0.266072,3.64213
Objective loss,KLD
96.1334,0.412188
73.4485,28.6202
292.345,2489.5
232.385,149.997
151.464,1797.65
134.42,2347.58
98.0309,165.334
175.655,3885.81
140.793,836.36
119.819,466.763
96.0021,256.868
105.559,312.108
86.0609,293.89
107.101,208.226
97.6592,206.922
97.0182,157.662
96.8165,175.149
88.6018,182.256
84.4303,139.273
80.6325,139.973
70.9711,163.52
76.7843,145.902
67.5248,158.165
64.0952,144.062
57.299,148.137
51.1429,125.902
46.6372,103.91
45.1345,115.099
38.2141,85.8023
30.4264,62.4504
23.8249,55.7336
18.1628,42.3765
14.346,32.5012
11.9212,26.9621
9.14846,21.716
7.09884,17.9584
5.30979,13.5586
3.9489,10.9578
12.237,17.1442
70.406,31.0479
41.0241,23.6826
35.9575,60.6459
32.4442,58.9742
22.056,62.3776
16.5543,75.263
12.6025,65.6266
9.49497,67.3411
7.15816,63.1042
5.6641,48.4288
4.74449,46.8201
3.81431,36.9681
3.99182,28.908
5.73474,50.7466
5.80521,33.5135
5.44893,24.0899
3.94854,22.2904
3.60812,19.6099
3.0184,15.451
2.44695,13.6365
2.06761,11.3341
1.80977,9.96108
1.66986,9.23222
1.50817,8.74363
1.30595,6.78198
1.45821,5.0405
1.27516,4.12222
1.26874,4.76705
1.20326,4.48693
1.05246,3.99932
0.97803,4.23415
0.868447,3.58543
