Objective loss,KLD
96.2019,0.416055
96.0963,0.385352
96.0263,0.385788
95.8575,0.404184
95.7727,0.393903
95.6858,0.380767
95.5565,0.389106
95.4497,0.395088
95.3205,0.395731
95.277,0.383899
95.0229,0.410606
95.0309,0.389752
94.9015,0.390285
94.7903,0.392035
94.5339,0.40756
94.514,0.39441
94.6095,0.36616
94.3406,0.394384
94.2097,0.393419
93.844,0.417628
93.911,0.398132
94.0508,0.377425
93.6006,0.404026
93.8426,0.375567
93.4535,0.397616
93.3262,0.398854
93.3534,0.387171
93.2087,0.386716
93.047,0.391079
93.1681,0.380469
92.9922,0.379063
92.5476,0.400629
92.2348,0.41427
92.3478,0.402079
92.0612,0.409643
92.0221,0.402025
91.674,0.417281
92.0196,0.392726
91.8291,0.393556
91.947,0.381937
91.568,0.394371
91.6042,0.389461
91.4259,0.38468
91.2557,0.392119
90.8397,0.399505
91.3557,0.372993
90.7917,0.391386
90.8925,0.388657
90.5661,0.394915
90.7507,0.382014
90.7684,0.37246
89.6707,0.407786
90.485,0.37748
89.7466,0.401172
90.0995,0.385014
89.8616,0.384101
89.6035,0.387381
89.0508,0.405716
88.6716,0.411583
89.2366,0.384081
88.711,0.398533
88.8258,0.39057
88.7714,0.389915
88.322,0.392408
87.6688,0.40736
88.0523,0.391739
88.6854,0.373099
88.3945,0.37679
87.5906,0.393125
87.6113,0.390287
86.9612,0.404805
87.4579,0.387166
86.7266,0.403176
86.715,0.398592
86.6767,0.397862
86.4871,0.399853
86.7908,0.385803
86.5728,0.389007
85.7434,0.395599
85.7938,0.395976
85.5725,0.395647
85.464,0.396496
85.7957,0.379737
84.9942,0.397375
84.5236,0.400137
84.3544,0.404051
84.6337,0.395705
85.2481,0.380005
83.6501,0.406009
83.6442,0.403299
83.6169,0.397901
82.297,0.421447
83.9767,0.383016
83.1472,0.397588
82.7037,0.405521
83.2666,0.38748
82.9435,0.388698
81.0061,0.418413
81.8964,0.398248
81.4059,0.401977
81.4563,0.403435
82.0683,0.385201
80.8519,0.404961
81.9419,0.387507
80.7773,0.390693
79.9724,0.409301
80.8435,0.394021
79.9663,0.393309
78.877,0.410237
79.3882,0.403433
77.193,0.428643
78.3163,0.408094
79.3719,0.393741
79.1797,0.395355
77.643,0.411851
78.1599,0.406511
76.6137,0.416952
76.3447,0.424023
77.0855,0.410665
78.4164,0.38592
77.0144,0.40514
76.4574,0.409389
76.7257,0.407613
76.951,0.39939
75.569,0.414631
76.1281,0.405963
75.1157,0.416786
75.206,0.411496
75.033,0.405869
74.1287,0.41946
74.1879,0.421867
76.6272,0.39202
74.8038,0.413766
72.7761,0.433549
73.2907,0.422441
75.3476,0.402995
76.1026,0.39283
74.2085,0.412911
74.541,0.408713
74.4753,0.408798
72.8914,0.427237
76.0653,0.392308
73.1249,0.42126
73.659,0.415675
73.14,0.419285
74.3319,0.408167
71.8721,0.434189
75.4953,0.398436
72.6378,0.422755
73.2826,0.416201
74.65,0.402068
72.7994,0.422405
74.1838,0.409302
73.1572,0.41433
74.3418,0.406753
74.3604,0.404707
74.3425,0.402326
74.6737,0.39987
73.3946,0.414135
75.0544,0.397503
73.696,0.408949
75.3826,0.387131
73.059,0.413778
71.8501,0.421191
73.6446,0.410416
74.7589,0.396889
73.0942,0.415777
73.2638,0.410885
72.7254,0.419247
73.2805,0.414625
72.985,0.413332
74.8332,0.395396
71.5462,0.429931
73.2832,0.409371
73.663,0.40702
75.9117,0.384305
71.535,0.431425
73.9503,0.400335
71.3194,0.433027
73.6787,0.403357
74.8249,0.396009
72.59,0.424635
71.0949,0.43476
71.584,0.428548
73.086,0.416586
75.4937,0.382893
73.9003,0.404611
72.7631,0.42122
71.5932,0.4275
72.866,0.417251
72.011,0.427247
71.707,0.428249
70.045,0.444681
70.5435,0.440969
72.9591,0.417506
72.918,0.415264
73.9836,0.403466
72.9557,0.418466
71.497,0.433661
71.7716,0.430458
71.678,0.431909
71.7686,0.428939
72.1933,0.42997
71.875,0.435764
70.8413,0.439823
69.2768,0.459139
73.0436,0.419125
71.8076,0.433313
73.3824,0.416954
71.4161,0.438499
71.5179,0.436268
72.4927,0.431785
71.0283,0.441403
73.1211,0.416352
72.7225,0.428741
72.4858,0.427746
73.2951,0.419945
71.8717,0.436537
73.9909,0.414684
72.0452,0.436222
71.1006,0.447177
70.7144,0.449182
72.0086,0.439634
73.1451,0.424109
71.2037,0.448437
72.274,0.435805
69.3649,0.469734
72.1227,0.438445
70.4618,0.458614
71.4066,0.442738
71.8483,0.442343
71.8587,0.440241
71.2479,0.447709
70.7556,0.458556
72.1092,0.439987
71.291,0.450816
71.0091,0.451664
72.2029,0.438851
71.3287,0.449884
70.1933,0.46331
73.1007,0.433525
71.9795,0.447903
71.055,0.458316
72.2891,0.442625
70.5035,0.465733
69.9531,0.470849
72.4408,0.443045
70.942,0.46171
71.1529,0.46008
71.1768,0.457796
69.0919,0.483061
71.0579,0.455997
70.2039,0.466718
71.9312,0.450328
69.9924,0.472362
70.0254,0.475124
71.6186,0.45175
70.0294,0.473934
72.5026,0.446963
69.074,0.485289
70.6178,0.465088
69.0884,0.48101
68.057,0.492238
71.9875,0.453207
71.2176,0.460618
70.4195,0.475266
70.3159,0.472928
69.7509,0.478681
70.3347,0.470834
70.9727,0.465604
70.5271,0.471111
69.9825,0.482767
70.4823,0.473267
69.582,0.485353
69.7201,0.48334
71.1064,0.467328
71.2449,0.465491
70.8278,0.474705
70.6106,0.477408
72.2706,0.459832
69.9705,0.484525
70.528,0.479902
69.8533,0.484178
69.7582,0.484437
70.5763,0.476757
69.8658,0.486463
71.201,0.469584
70.697,0.479693
70.6153,0.480276
70.9228,0.473319
72.1626,0.46115
71.8343,0.468378
69.4599,0.491559
71.4486,0.469698
70.5252,0.486717
69.2001,0.496772
70.1202,0.486585
70.4797,0.483365
70.2586,0.483412
68.8378,0.495761
70.7411,0.488197
70.3508,0.450138
69.5812,0.423849
71.7851,0.368926
69.7246,0.3631
69.6914,0.333311
68.8904,0.315453
69.1846,0.288945
71.1998,0.257259
69.1357,0.253256
69.9984,0.232187
69.9001,0.218614
69.5979,0.205189
70.0881,0.191012
67.458,0.18727
70.0355,0.166868
69.783,0.163342
71.3594,0.148144
68.1396,0.151804
69.1886,0.142102
70.9634,0.130889
68.4974,0.131627
68.2273,0.126132
67.4539,0.121574
70.1441,0.110715
71.009,0.10588
69.0162,0.105796
68.5548,0.101971
70.0141,0.0958281
70.7361,0.091536
67.9983,0.0930847
67.3256,0.090092
67.6592,0.0864677
69.3076,0.0800462
69.4934,0.0785585
68.4378,0.0774648
67.5303,0.0767035
69.5506,0.071034
69.7782,0.0715692
68.1729,0.0687742
67.7399,0.0687281
67.4248,0.066161
69.4023,0.0630114
69.3499,0.0621079
68.8267,0.060742
68.9098,0.0598005
67.7882,0.0590225
67.1588,0.0574107
68.73,0.0555163
68.3536,0.0548149
67.3268,0.0532771
67.6543,0.053006
67.9848,0.0522133
68.5283,0.0517922
68.8238,0.0492907
69.5226,0.0485494
66.4292,0.0489353
69.3407,0.046204
68.3544,0.0476517
68.9785,0.045651
67.1477,0.0450076
69.4389,0.0453363
69.3306,0.0443848
68.0642,0.0443358
65.8465,0.042301
69.5846,0.0419841
68.9035,0.0427567
