Objective loss,KLD
75.5105,0.06768
78.0824,0.0239532
72.4534,0.0116876
81.7276,0.00737851
75.2925,0.00581319
71.909,0.00649687
71.8506,0.00779539
72.2328,0.0084184
76.7377,0.0145091
74.7322,0.021055
71.9888,0.012179
79.5303,0.0141281
74.0725,0.0220579
72.869,0.0269888
75.9492,0.0158263
80.5478,0.0167444
76.9669,0.00521349
74.4259,0.00554383
76.0844,0.0128226
75.2969,0.0099844
73.9799,0.0115363
79.7788,0.00763433
76.0393,0.0112617
76.2256,0.00527649
77.135,0.00584586
79.975,0.00845237
69.3296,0.0160075
76.0325,0.0202415
80.51,0.0133893
73.3356,0.00906577
72.9178,0.0081944
77.7073,0.0100218
76.8868,0.0251339
67.1138,0.0248829
78.945,0.0289733
77.0681,0.0216668
70.028,0.023745
77.1689,0.0134811
68.6869,0.00854743
75.1289,0.0043448
70.0902,0.00336445
79.4005,0.00654129
73.0409,0.00978739
76.7643,0.0123168
72.0084,0.0136972
72.5351,0.0110524
69.885,0.00278805
71.863,0.00568157
79.1968,0.0126131
78.6185,0.0155415
71.6098,0.022791
76.9224,0.0106888
75.3308,0.0119326
77.863,0.0149261
78.4373,0.0279614
69.5869,0.0316319
71.0435,0.0397132
70.7201,0.0223745
74.7402,0.0167026
73.2374,0.00801093
74.6858,0.00232259
68.7448,0.00171654
71.7462,0.000804642
74.3273,0.0021027
77.8836,0.00271862
67.5532,0.00365068
69.8368,0.00455798
71.3756,0.00588349
69.7692,0.00444608
73.0677,0.00725184
74.9286,0.0184415
73.9752,0.0317362
73.3573,0.0236587
70.9772,0.0125896
70.7941,0.0126371
71.1963,0.0110911
72.6736,0.00972084
78.6317,0.0108228
71.1921,0.0130439
74.8355,0.0138679
72.9642,0.00542452
71.5968,0.00307195
75.8249,0.0111473
74.1696,0.00840292
70.0179,0.0193881
77.8149,0.0319028
77.3274,0.0180847
75.0419,0.0140392
72.2791,0.0137721
72.1336,0.013901
75.163,0.00676976
71.7159,0.0112285
75.2411,0.0106786
79.4604,0.00607212
67.9352,0.00611927
75.4167,0.0112904
75.5008,0.0122835
73.7238,0.0157655
73.6548,0.0167938
73.5978,0.0233387
70.0902,0.0154946
80.0782,0.0193942
65.7166,0.0150798
68.4982,0.0103347
70.7101,0.00881804
75.4246,0.00778136
68.2025,0.00937243
77.9327,0.00979559
74.8375,0.0191816
68.3948,0.0351851
67.8441,0.0516025
