Objective loss,KLD
70.7464,0.00567305
316.173,0.0032104
614.319,0.0589827
843.133,0.194872
1061.27,0.414995
1073.85,0.506505
1254.54,1.00314
1369.68,0.82641
1815.83,1.31175
1627.65,1.62317
1941.78,1.74363
1959.13,2.39006
1688.6,2.11196
2087.71,3.0667
2453.32,4.15801
2728.76,4.84715
2607.57,4.55003
2471.97,3.88094
2700.07,4.19646
2286.57,4.29037
2001.48,3.31145
2709.51,18.3719
2318.86,4.97087
1858.94,4.6165
1489.51,2.57218
1410.23,3.40472
1709.49,4.37187
1721.9,4.07444
1767.38,4.48676
1756.61,3.96361
1555.52,5.2649
1454.27,4.31919
1624.05,4.81798
1886.19,6.35835
2147.18,7.32945
1882.74,7.13703
1942.94,5.73495
1818.58,6.07048
2189.15,8.639
1681.8,5.43764
1439.64,6.2837
1392.57,5.66233
1492.1,5.9567
1449.98,8.40584
1291.12,5.53755
1137.21,5.15669
1436.63,8.04567
1611.87,12.3722
1531.55,11.9812
1573.82,27.5754
2038.57,93.2517
1461.2,16.5083
2077.55,40.4304
964.3,45.35
776.956,12.1113
1006.3,94.2457
949.71,39.0764
1018.14,134.951
961.734,147.399
958.982,122.688
845.154,122.972
804.309,102.238
881.596,116.031
947.306,71.8103
874.758,33.3483
834.756,47.5978
840.61,102.921
773.21,107.711
684.611,97.6696
685.083,120.178
573.355,90.993
651.745,82.9682
690.198,65.598
779.616,37.2938
982.233,18.5944
899.638,17.2894
901.446,19.9865
774.919,17.4796
810.707,23.4796
704.965,20.0668
796.51,18.3858
991.203,18.3321
982.928,17.011
924.268,23.2698
1056.55,21.9559
959.323,20.4914
1086.97,23.116
861.232,21.5197
878.89,21.9593
781.101,17.5924
807.052,19.2312
885.81,15.3687
773.037,19.0921
760.169,22.5319
736.887,19.0066
833.072,18.5584
799.005,20.8251
804.463,21.3679
813.229,17.1135
763.241,17.8728
805.102,22.0003
770.677,24.1441
865.766,22.6921
861.778,21.5489
835.381,22.9477
745.8,22.7425
750.927,16.2578
919.231,24.4966
908.579,22.6549
896.279,24.85
914.727,26.1495
878.913,26.1712
956.991,32.8777
931.568,26.1923
866.355,26.1227
880.086,33.0108
1121.19,81.6949
858.257,32.6941
897.48,40.0759
860.293,62.0189
838.314,60.1967
694.911,44.0142
587.98,27.2935
583.655,29.6966
543.458,32.7435
478.795,25.4802
459.758,25.9212
461.076,32.02
457.805,33.5473
372.405,27.6382
378.666,29.7483
350.696,24.3563
315.187,21.9857
336.602,20.3826
288.011,22.0702
278.331,21.6628
256.617,20.4297
255.732,28.6198
231.385,28.6384
229.366,17.5835
204.31,13.0026
189.612,17.5763
180.831,15.2137
149.07,12.6341
143.159,10.1571
132.708,8.4886
167.975,7.80082
118.926,7.7201
223.68,12.0722
109.237,8.0214
108.148,5.90192
100.936,4.76799
98.3071,4.55879
100.547,5.41508
91.6581,3.40285
101.348,3.01231
89.0604,3.24452
84.8746,2.23711
83.0368,3.44019
91.442,2.47248
80.9539,2.16663
79.9061,1.45186
83.0206,1.33094
74.3686,1.15491
76.3524,2.23698
77.5137,0.802984
72.4368,0.938269
81.2614,0.686765
75.9736,0.652036
74.5237,0.753161
68.0443,0.573037
77.9375,0.585611
69.8068,0.703732
72.6402,0.271721
75.2938,0.448706
71.8994,0.225107
77.7916,0.195789
73.1824,0.342784
70.3755,0.271419
67.4014,0.258183
67.2821,0.239309
80.2772,0.332553
71.0787,0.1317
61.3381,0.160583
71.6186,0.276542
71.0344,0.246018
70.2333,0.086231
73.4771,0.216199
69.1037,0.234148
71.202,0.275951
71.6393,0.24218
67.7075,0.226002
64.8643,0.199384
67.7729,0.308096
69.1607,0.214732
66.0198,0.181323
62.8735,0.127179
59.3538,0.178434
68.1995,0.17923
67.9972,0.107654
71.4985,0.081468
65.1428,0.168495
65.8159,0.140951
79.4847,0.0826167
71.5216,0.233569
67.2771,0.080036
68.7904,0.10806
69.0687,0.247385
67.9389,0.170772
69.9834,0.0747217
68.484,0.0617808
64.7872,0.085233
68.2511,0.09252
68.1742,0.153257
66.9967,0.0855594
65.8351,0.126728
69.4164,0.0319745
67.0601,0.0957411
69.3241,0.0810955
65.7288,0.117167
69.3549,0.0835278
67.1409,0.0432786
74.501,0.0508066
67.3562,0.0920726
68.2885,0.0784483
69.4189,0.0559306
67.9995,0.0576067
68.7311,0.190898
69.305,0.235681
65.1232,0.251007
72.015,0.105822
68.3385,0.129362
58.0954,0.0820823
61.1504,0.0922605
70.2389,0.0288644
72.6385,0.0454049
63.2223,0.0420621
64.62,0.0253631
63.909,0.0488283
68.4921,0.0417781
67.5491,0.0292913
71.0126,0.0360387
63.6595,0.0459912
65.2543,0.0635475
69.8235,0.0704329
59.8958,0.0294774
67.2427,0.044808
74.0858,0.120297
65.178,0.115356
67.7078,0.115765
62.5357,0.0845208
63.3251,0.0545125
64.5073,0.069421
60.9863,0.0484157
66.4076,0.05453
63.0971,0.0354669
65.7799,0.054297
63.4302,0.0485039
65.5033,0.0485754
59.1886,0.0604497
73.4198,0.08272
64.8314,0.0693753
62.4013,0.0468825
65.5535,0.0860703
75.5019,0.042935
61.4207,0.0290284
66.6187,0.0737864
60.7934,0.0552712
60.0937,0.0553947
66.3042,0.0369163
62.888,0.0332276
63.3346,0.0431635
72.3158,0.081738
66.9515,0.0269946
60.2815,0.0698681
63.6432,0.0630107
72.6455,0.0827167
65.1151,0.0704506
69.795,0.0883278
70.0772,0.0445488
60.7225,0.0449297
63.4419,0.0449177
69.9782,0.0501111
65.8287,0.0498228
62.0111,0.0538471
64.699,0.0542855
66.4553,0.0595797
66.6248,0.0405197
67.1117,0.031567
65.115,0.0272335
63.4856,0.0930689
58.8843,0.0460154
61.4698,0.0589101
62.2667,0.0679381
64.9195,0.0499068
71.7337,0.0322179
65.3587,0.0382825
63.1151,0.0462277
67.0391,0.047532
61.7477,0.0644929
64.274,0.0779019
67.8727,0.0287714
65.0601,0.0387997
66.4707,0.0336762
69.7074,0.0529964
61.9756,0.041473
67.6056,0.0463825
63.535,0.0428756
65.2816,0.0766715
64.1132,0.0988657
64.323,0.0765947
61.8031,0.0239431
67.1085,0.05751
64.83,0.0644929
65.2927,0.0683766
71.1288,0.0381756
67.5813,0.035612
72.9236,0.0493256
70.2948,0.0470029
63.6623,0.0763586
74.1328,0.0697983
65.3959,0.114778
69.2925,0.0495598
60.4831,0.0121945
71.0049,0.0397959
71.3615,0.0730216
61.7963,0.0511818
63.7674,0.040397
65.071,0.0558188
65.5445,0.048459
68.5214,0.0475423
63.9104,0.0228213
58.7971,0.0343468
72.3724,0.0199528
62.3382,0.0283761
60.8963,0.0479442
65.4188,0.0604558
62.4799,0.0367794
60.2703,0.0441437
64.8999,0.087225
67.5238,0.0467597
69.8975,0.0471058
65.399,0.0496846
61.1415,0.0683314
64.8847,0.0472202
63.6918,0.0852487
67.6093,0.0732793
68.0677,0.0372202
65.883,0.0195823
67.0639,0.0389232
64.3286,0.0299019
65.3772,0.0465024
67.3545,0.0333088
71.4657,0.0470215
63.0208,0.0468894
64.8485,0.0355427
66.4072,0.0362399
67.2391,0.049071
66.4568,0.0685487
66.2281,0.0869182
67.4501,0.0940636
59.7356,0.0558255
65.8481,0.033601
63.549,0.052941
64.1762,0.028027
63.9169,0.0403325
67.6899,0.0485008
64.1743,0.0327024
68.7203,0.0644255
65.4255,0.0721761
71.7426,0.0540822
61.1661,0.0616772
61.1297,0.0449073
63.7323,0.0346674
59.4382,0.0336475
64.9227,0.0376739
59.007,0.0508585
62.3849,0.0206725
64.6838,0.0484142
66.9294,0.0604757
67.8644,0.0294684
