Objective loss,KLD
206.187,0.0141335
206.089,0.0134731
206.005,0.0138309
205.917,0.0127965
205.81,0.0131532
205.755,0.0121834
205.696,0.0134026
205.582,0.0134902
205.525,0.0125774
205.398,0.0134065
205.429,0.0120504
205.252,0.0119938
205.25,0.0114953
205.065,0.0125585
205.018,0.0124368
204.974,0.0131363
204.779,0.0131371
204.687,0.0126005
204.583,0.0133967
204.665,0.0137724
204.216,0.0144509
204.11,0.0134066
204.519,0.0133237
204.362,0.0129591
204.312,0.0130637
203.937,0.0130687
203.817,0.0127417
203.817,0.0129139
204.011,0.012401
203.649,0.0126916
203.619,0.0128168
203.656,0.0133535
203.292,0.0129771
203.482,0.0129394
203.077,0.0132937
202.825,0.0138567
203.196,0.0128031
203.238,0.0130566
202.814,0.0127209
202.909,0.0138443
202.807,0.01206
202.899,0.0136047
202.539,0.012889
202.283,0.0131711
202.478,0.0128756
202.593,0.0123065
202.418,0.0138829
202.395,0.0127621
202.302,0.0129266
202.076,0.0133048
201.973,0.0139742
201.816,0.0134196
201.412,0.0135366
202.006,0.0123746
201.477,0.0139064
201.788,0.0128152
201.494,0.0120617
201.338,0.0128842
201.183,0.0133021
201.357,0.0123524
201.21,0.0134642
201.418,0.0128777
201.212,0.0137643
200.961,0.0133729
201.05,0.0127669
200.336,0.0142403
200.439,0.0143139
200.264,0.014081
200.472,0.0129284
200.151,0.0141002
200.164,0.013361
199.864,0.0141327
199.122,0.0149097
199.689,0.0139375
199.667,0.0140881
199.96,0.0139329
200.072,0.0136807
199.872,0.0129018
198.936,0.01429
198.776,0.0136621
199.175,0.0150434
198.887,0.0147675
198.813,0.013431
198.537,0.0146676
198.767,0.0147902
198.54,0.0143611
197.851,0.0149061
198.477,0.0147261
197.454,0.0156742
198.46,0.0144271
197.54,0.0158119
197.182,0.015476
197.319,0.0144603
197.913,0.0147486
198.39,0.0155232
198.011,0.0143008
197.553,0.0138269
197.661,0.0140642
197.936,0.0146243
196.574,0.0146351
197.105,0.0159002
196.865,0.0152419
195.7,0.016114
196.375,0.016093
195.718,0.0157906
196.767,0.0149154
196.632,0.0154713
196.448,0.0157449
195.445,0.0160878
195.935,0.0156586
196.029,0.0165076
196.184,0.0171864
195.962,0.0159685
196.334,0.0166677
196.683,0.0167965
196.281,0.01669
195.648,0.0165909
194.317,0.0157007
194.441,0.0182211
193.908,0.0191101
194.604,0.017006
195.036,0.0180583
195.209,0.0184702
194.227,0.0172831
193.976,0.0175195
194.978,0.0172243
194.089,0.0188839
194.582,0.0180517
193.054,0.0185049
193.345,0.0185201
194.09,0.0163697
195.301,0.0192939
193.412,0.0189289
193.565,0.0198399
192.296,0.018238
192.929,0.0205168
191.606,0.0199481
193.773,0.0208161
193.087,0.0191058
192.318,0.0210003
192.634,0.0199483
190.278,0.0213643
192.018,0.0202623
192.231,0.0206669
191.917,0.0207655
192.076,0.0217259
190.594,0.022165
190.316,0.0217494
189.251,0.0223689
191.921,0.0230646
189.725,0.0248768
191.001,0.0211138
189.602,0.022108
188.833,0.0232061
188.577,0.0231892
188.164,0.0223571
188.489,0.0231997
190.083,0.0240621
189.525,0.0237978
189.244,0.0239456
189.242,0.0233745
186.416,0.0241538
188.998,0.0254348
190.223,0.0229763
187.079,0.0245507
186.163,0.0265126
188.819,0.0258462
187.702,0.02351
188.213,0.0269685
187.019,0.0256809
185.592,0.0271437
185.723,0.0271189
185.314,0.0258148
183.565,0.0280256
187.469,0.027361
184.114,0.028463
186.926,0.0292145
182.154,0.0295169
186.95,0.0272476
182.62,0.0299911
184.253,0.027594
181.497,0.0299148
183.212,0.0279769
183.029,0.0287763
184.048,0.0240427
186.506,0.0309478
187.921,0.025414
184.782,0.0284043
180.604,0.0288008
183.326,0.0296939
181.047,0.0318375
180.327,0.031486
180.426,0.0303301
181.96,0.0299508
181.131,0.0309149
179.32,0.0317835
179.586,0.0344896
179.065,0.0339006
178.156,0.0330882
181.02,0.0320937
176.325,0.0323944
175.808,0.0331833
177.093,0.0326651
177.855,0.0347685
175.233,0.0323895
176.505,0.0339901
174.651,0.0332691
175.947,0.0372019
178.623,0.0345806
177.148,0.0365824
171.649,0.0369846
177.103,0.0341056
171.163,0.0374113
174.777,0.034447
172.389,0.0365654
168.941,0.039848
170.172,0.038038
169.321,0.0389991
169.118,0.0384289
168.027,0.0416346
172.356,0.0382982
165.969,0.0392986
169.593,0.0391378
169.942,0.0406493
169.158,0.0390557
168.733,0.0390812
164.35,0.0374229
161.391,0.0400079
161.794,0.0406954
162.763,0.0427393
162.457,0.0419983
164.247,0.0436708
163.538,0.0404015
160.023,0.0416848
162.647,0.0410952
163.456,0.0395866
161.408,0.0392862
159.553,0.0444185
159.608,0.0441298
155.395,0.0475895
157.38,0.044626
159.419,0.0469676
161.754,0.0458638
160.954,0.0460482
155.414,0.0472202
156.275,0.0494018
155.311,0.0524439
150.661,0.05077
155.578,0.0485358
158.637,0.0479192
153.618,0.0486544
153.952,0.0506494
151.532,0.0468864
143.535,0.0562514
148.98,0.0535303
147.364,0.0532494
151.87,0.0490521
146.629,0.0540712
147.554,0.0505163
143.485,0.0545021
142.969,0.0544715
148.147,0.0482909
150.804,0.0533167
146.912,0.057504
145.074,0.0544905
142.668,0.0581671
142.11,0.0552718
137.034,0.0574062
138.83,0.0572095
139.183,0.0580063
137.611,0.0617082
140.74,0.0602048
140.191,0.0601431
138.839,0.0580309
141.372,0.0573063
139.429,0.0583991
139.906,0.0577918
129.549,0.0620881
141.341,0.0599122
138.44,0.0595327
136.148,0.0627111
131.411,0.0647916
140.219,0.063792
132.528,0.0645209
137.738,0.0632363
130.496,0.0621603
128.981,0.0658394
132.701,0.0676779
124.504,0.0699415
130.451,0.0655216
131.22,0.0659253
132.538,0.0697633
127.077,0.0690432
129.673,0.0685384
132.746,0.0705294
127.406,0.0709536
127.757,0.0668674
128.161,0.074812
115.277,0.0716011
132.953,0.0710682
123.812,0.0759066
130.646,0.070609
123.857,0.0780282
127.757,0.0775179
122.89,0.0775802
111.925,0.0792421
121.681,0.0780116
116.714,0.0811813
128.524,0.0806197
128.737,0.0792992
132.549,0.0723166
128.734,0.0705734
123.096,0.0670126
123.013,0.0704552
116.469,0.0673035
132.164,0.0668363
123.492,0.0681354
130.09,0.0680505
128.02,0.0644838
126.21,0.0633954
137.191,0.0620815
120.605,0.0625905
131.203,0.0672163
123.999,0.0574804
124.275,0.0609169
123.753,0.0627609
129.418,0.0641186
123.204,0.0574591
126.991,0.057931
126.586,0.0583026
118.389,0.0536136
120.631,0.0568176
126.889,0.0608946
114.769,0.0551907
130.974,0.0573637
115.763,0.0555886
112.16,0.054119
133.483,0.0561054
118.523,0.0550579
119.977,0.0560627
122.85,0.0537474
134.562,0.0498633
128.357,0.0514633
126.631,0.0469379
141.157,0.048744
124.189,0.0490935
138.971,0.0483732
128.671,0.0512276
125.233,0.048029
136.693,0.0475683
123.029,0.0500935
128.384,0.0466006
133.246,0.0448566
131.337,0.0468921
135.162,0.0436754
126.765,0.0459292
121.726,0.0457906
128.196,0.0457077
132.299,0.0434927
130.377,0.0447042
126.113,0.0442326
127.175,0.0436648
130.041,0.0424818
143.202,0.0401793
130.75,0.0421981
133.246,0.0417494
126.13,0.039004
124.666,0.0427186
131.804,0.0431934
128.096,0.042097
131.694,0.0433648
132.892,0.0404412
126.169,0.0419666
125.457,0.0425622
127.102,0.0459555
116.215,0.0439788
120.483,0.0427746
118.713,0.0441048
128.009,0.0436472
129.019,0.0427544
123.78,0.0418938
133.461,0.0432701
135.837,0.043573
126.362,0.040818
127.782,0.0428195
120.225,0.0409127
123.043,0.0430769
130.012,0.043227
126.782,0.0450072
136.691,0.0412342
132.078,0.0435211
118.865,0.0433154
128.638,0.0430693
122.542,0.0404146
123.808,0.0441347
130.771,0.0429804
127.553,0.0431577
132.791,0.0427238
125.592,0.0422199
120.221,0.0399121
133.64,0.0436562
123.735,0.044266
119.261,0.0434523
132.563,0.0440066
125.576,0.0441974
122.212,0.044079
114.469,0.04342
127.07,0.0436455
126.172,0.0441603
119.415,0.0452208
115.303,0.0449589
122.996,0.0458503
114.919,0.044283
120.117,0.0445447
115.113,0.0441903
115.132,0.0445693
121.382,0.0451428
121.203,0.0461036
123.08,0.046441
127.525,0.0449716
122.143,0.045333
113.616,0.0460253
128.332,0.0454252
119.359,0.0459582
119.673,0.0458168
126.783,0.0454168
120.619,0.0456642
119.351,0.0428969
119.561,0.046431
130.55,0.0462889
117.228,0.0443421
124.914,0.0456531
125.998,0.0433029
