Objective loss,KLD,Mutual loss
153.096,0.0463455,0.495031
150.016,0.0493665,0.500078
149.51,0.0488256,0.500063
150.915,0.049397,0.497413
148.478,0.0507798,0.498953
150.42,0.0481174,0.500866
148.669,0.0504533,0.501412
148.877,0.0535296,0.497556
143.148,0.051907,0.503774
147.894,0.0510011,0.49951
146.731,0.0532612,0.50386
148.97,0.0545082,0.504728
147.655,0.0512396,0.499685
145.451,0.0553876,0.49996
139.905,0.0525224,0.502095
140.37,0.0532643,0.502835
134.98,0.0576343,0.495635
140.98,0.0588245,0.49895
141.032,0.0550894,0.495515
137.358,0.0567781,0.500722
133.469,0.0610585,0.49369
138.946,0.0588031,0.501566
135.621,0.0599978,0.500103
136.944,0.0586703,0.498735
127.913,0.0614225,0.500076
138.534,0.0643932,0.49892
137.284,0.058379,0.500677
136.656,0.0613341,0.505035
137.346,0.0649384,0.498299
135.538,0.0645338,0.498771
132.562,0.062086,0.501917
125.359,0.0632422,0.501109
132.685,0.063503,0.493967
130.256,0.0686322,0.506681
131.511,0.0666459,0.502224
119.517,0.0693992,0.497957
128.209,0.0710187,0.497968
126.032,0.0689174,0.495939
126.352,0.0686247,0.506625
121.732,0.0704469,0.497135
114.22,0.0703234,0.500398
125.039,0.0750846,0.494686
127.496,0.076566,0.498561
120.23,0.0759506,0.50354
130.043,0.0752649,0.501629
121.957,0.0778956,0.491843
123.752,0.0782041,0.500588
119.637,0.0841386,0.502522
122.35,0.0800114,0.502482
114.836,0.0794352,0.50001
117.543,0.0798186,0.50062
116.635,0.0787858,0.498897
109.978,0.0856435,0.494461
119.273,0.0831314,0.505147
119.315,0.0834356,0.498103
118.311,0.0842692,0.502412
120.652,0.087324,0.50008
115.253,0.0892425,0.502542
114.047,0.0878206,0.502709
112.351,0.09036,0.502904
114.982,0.0920516,0.500691
117.085,0.0912423,0.506479
119.637,0.0939757,0.500992
120.23,0.0925863,0.496963
116.467,0.0900458,0.503546
118.039,0.0914854,0.496094
114.669,0.0946232,0.502832
111.92,0.100349,0.501164
112.226,0.0914935,0.500917
112.267,0.101565,0.501179
113.789,0.0999471,0.498098
112.761,0.100575,0.493364
116.425,0.0955247,0.497223
118.19,0.0979715,0.502233
112.807,0.098755,0.502492
116.751,0.0923293,0.503064
113.84,0.0988859,0.502753
113.872,0.0995826,0.505022
106.139,0.101243,0.496024
122.402,0.0947665,0.495999
113.172,0.0943001,0.493924
112.921,0.0885882,0.495764
112.042,0.0943642,0.500283
115.541,0.0921236,0.498175
118.286,0.0937439,0.499612
118.362,0.091253,0.501615
114.032,0.0966519,0.499109
115.058,0.0890568,0.505268
112.499,0.0903303,0.504528
110.228,0.0919443,0.499382
115.258,0.0933328,0.498353
118.883,0.0878306,0.50279
120.924,0.084881,0.499165
109.398,0.0850095,0.50028
113.853,0.0862681,0.50296
113.386,0.0876792,0.50564
116.324,0.089555,0.501833
114.727,0.082799,0.496569
114.207,0.0840787,0.493457
111.605,0.083657,0.500295
119.93,0.087986,0.500213
112.588,0.0877301,0.504476
115.78,0.0836872,0.501513
114.54,0.0814665,0.502181
114.447,0.0782033,0.49754
114.875,0.0827581,0.504538
111.476,0.0838057,0.50092
114.951,0.0846956,0.503954
112.181,0.0825799,0.504858
112.383,0.0814175,0.504652
102.281,0.0825202,0.498678
107.529,0.0886823,0.498669
110.421,0.0834986,0.500446
116.12,0.0848949,0.499942
106.36,0.0845056,0.497438
114.222,0.0852288,0.506261
105.297,0.0878572,0.497504
117.349,0.0869591,0.497894
112.081,0.0852785,0.497737
115.758,0.0857845,0.499612
103.266,0.0846352,0.499846
110.837,0.0880443,0.499906
120.349,0.084403,0.504733
104.647,0.0842252,0.499529
117.408,0.0864169,0.500659
109.251,0.0828977,0.508066
117.514,0.0857031,0.501868
115.174,0.0845658,0.494229
118.842,0.0792948,0.498165
110.688,0.0790737,0.499771
113.792,0.0807364,0.50178
123.665,0.0769879,0.498596
117.74,0.0770837,0.500202
111.478,0.0788255,0.493497
112.855,0.0796854,0.501665
107.203,0.0791967,0.497144
113.102,0.0812765,0.502644
111.287,0.0795046,0.495136
109.758,0.0811189,0.498904
108.595,0.0783039,0.501918
114.47,0.0772838,0.504342
112.788,0.0827828,0.503092
100.662,0.0787529,0.497842
109.571,0.0794126,0.502301
112.803,0.0794875,0.496433
111.196,0.0783405,0.497046
109.989,0.0792439,0.504373
111.251,0.0777225,0.495767
107.374,0.0770671,0.49636
114.446,0.0807319,0.50445
106.369,0.0787674,0.500938
111.333,0.0767905,0.504906
110.029,0.0807791,0.504674
111.051,0.0794703,0.497163
112.956,0.0751028,0.505057
117.832,0.0810873,0.500187
109.303,0.0771362,0.497837
115.357,0.0790973,0.493101
115.155,0.0757868,0.50249
112.613,0.0774968,0.498515
127.031,0.0772236,0.506127
116.812,0.0753025,0.497559
111.368,0.0777884,0.497541
104.785,0.0770639,0.499658
115.227,0.0778859,0.502395
118.041,0.0793438,0.503231
106.527,0.0740401,0.499007
119.221,0.0759922,0.503177
112.28,0.0769659,0.502337
103.165,0.080871,0.501598
107.697,0.0744892,0.499808
108.765,0.0769614,0.49974
111.27,0.0768274,0.503518
122.505,0.0776013,0.50399
110.543,0.0744438,0.501122
109.711,0.0744697,0.502181
103.905,0.0733184,0.502589
108.038,0.0781727,0.504982
108.511,0.0771934,0.501249
110.984,0.0779382,0.499632
108.946,0.0763533,0.504893
118.474,0.0776232,0.498922
105.586,0.0797981,0.5033
109.901,0.0759048,0.501009
115.658,0.0758901,0.500639
109.728,0.0771908,0.49893
108.96,0.075114,0.502667
108.574,0.0777945,0.50486
112.804,0.0762183,0.498824
99.2189,0.0745323,0.499728
104.149,0.0801005,0.501965
104.833,0.0809007,0.505537
117.129,0.0777611,0.50103
111.488,0.0776969,0.506457
109.875,0.0785472,0.493405
113.169,0.0773094,0.503114
111.735,0.0767301,0.497879
102.832,0.0766453,0.500265
111.384,0.0765863,0.501026
109.618,0.0768376,0.508179
116.406,0.0734156,0.502564
101.661,0.0753585,0.497095
107.24,0.071755,0.500902
107.56,0.0742949,0.498664
104.314,0.0751867,0.503191
106.062,0.0726103,0.499963
116.589,0.0768361,0.500409
110.059,0.0744965,0.499155
109.248,0.0760565,0.497097
106.112,0.0726199,0.50228
102.206,0.0760294,0.504883
101.617,0.0761958,0.499231
104.687,0.0746795,0.501952
109.334,0.0731506,0.496899
112.475,0.0753252,0.506574
111.43,0.0771689,0.500599
105.279,0.0754017,0.502652
110.777,0.0765561,0.505032
107.615,0.0755484,0.500378
103.424,0.0777221,0.502378
113.176,0.0756753,0.505755
114.85,0.0758783,0.500992
116.977,0.0748656,0.494668
107.531,0.0756124,0.503468
103.916,0.0718593,0.500428
115.115,0.0754673,0.498221
102.541,0.0748237,0.498633
97.6529,0.0719981,0.498503
108.369,0.075205,0.504649
114.712,0.0796337,0.502256
109.847,0.0771819,0.493798
116.299,0.0728338,0.497598
117.21,0.0750789,0.498688
101.522,0.0753869,0.506594
107.944,0.0742245,0.500751
107.978,0.0744982,0.498914
110.152,0.0742195,0.499242
111.246,0.0731129,0.496437
110.355,0.0702918,0.497586
114.702,0.0720687,0.50515
103.606,0.0741395,0.500605
110.74,0.0752559,0.501675
102.047,0.0718385,0.4961
112.846,0.0743126,0.499186
116.717,0.074511,0.500612
108.151,0.0731983,0.502039
112.375,0.0731067,0.493387
105.153,0.0737562,0.499934
113.452,0.0731456,0.497609
112.923,0.0735779,0.497324
111.294,0.0703339,0.501409
114.068,0.0730205,0.501332
109.18,0.0732614,0.501247
108.922,0.0726674,0.497905
114.508,0.0753327,0.497141
115.719,0.074117,0.493796
107.304,0.0727481,0.50092
110.045,0.0704902,0.50159
102.802,0.0772269,0.500708
113.511,0.0768989,0.499109
114.068,0.0705447,0.500166
113.993,0.0764774,0.502688
117.32,0.0740816,0.500137
109.633,0.0706178,0.503358
110.488,0.071484,0.497878
110.249,0.0725824,0.500365
114.834,0.0739726,0.501658
106.923,0.0734657,0.506998
106.103,0.0762377,0.496745
109.144,0.0760295,0.502323
106.74,0.0711437,0.49477
110.292,0.0760176,0.501785
102.564,0.0773402,0.500299
107.136,0.0763105,0.505742
107.22,0.0759957,0.49873
103.706,0.0769071,0.496787
122.364,0.0774279,0.497787
101.171,0.0734335,0.49896
105.777,0.0765825,0.502853
111.693,0.0796232,0.499933
105.262,0.0810799,0.498705
112.495,0.0748631,0.509073
102.731,0.0769593,0.500941
106.301,0.0743504,0.498268
103.408,0.075925,0.498972
105.063,0.0787174,0.498369
104.18,0.0803874,0.500452
113.598,0.0759166,0.502658
118.532,0.076855,0.497285
105.606,0.0777656,0.501905
106.437,0.0727386,0.501302
120.033,0.0756528,0.497853
99.4682,0.0757131,0.49916
111.104,0.0778489,0.502338
106.303,0.073632,0.502181
108.251,0.0787354,0.49984
108.495,0.0776151,0.50002
105.483,0.0761596,0.500642
108.997,0.0796124,0.500954
105.316,0.078144,0.503118
110.782,0.0783113,0.503539
112.341,0.0810229,0.497419
112.367,0.0776104,0.499659
100.184,0.0784047,0.498306
107.97,0.0718955,0.503882
105.794,0.0735545,0.50477
111.646,0.079551,0.500796
105.99,0.0732897,0.498784
104.589,0.0765618,0.499095
101.978,0.0738769,0.500801
108.27,0.0766828,0.501979
106.4,0.078612,0.499029
115.815,0.0773062,0.500442
114.435,0.0746335,0.500649
104.268,0.075257,0.500582
109.163,0.0755269,0.502418
108.428,0.0773948,0.506157
95.2193,0.0741358,0.504154
111.998,0.0787527,0.506222
115.478,0.075996,0.500883
110.13,0.0794258,0.508853
110.392,0.0748627,0.509605
100.139,0.0734683,0.500272
110.565,0.070875,0.502896
99.4464,0.077041,0.504809
104.364,0.0763564,0.506137
107.697,0.076227,0.496385
101.351,0.0777419,0.502366
113.662,0.0776188,0.49761
109.531,0.0774821,0.502342
107.549,0.0790909,0.500545
109.072,0.0794658,0.499724
107.595,0.0755549,0.502541
101.626,0.0778824,0.501013
105.184,0.0789356,0.501655
104.234,0.0809755,0.498977
107.148,0.0775359,0.501026
111.079,0.0775634,0.495991
110.657,0.0776476,0.497396
97.8083,0.0745813,0.501192
111.261,0.0794758,0.498106
108.238,0.0782992,0.498599
106.969,0.0800041,0.499274
102.286,0.081336,0.503761
112.745,0.081569,0.506335
104.734,0.0760057,0.501814
109.106,0.0792554,0.497362
110.217,0.0768359,0.500806
111.132,0.0739594,0.496174
106.428,0.0763681,0.500968
113.859,0.0770805,0.503436
106.939,0.0785501,0.496318
106.901,0.0810153,0.500303
110.15,0.0765153,0.502507
110.651,0.0803324,0.499092
104.048,0.0758124,0.50172
107.264,0.0795246,0.501911
99.169,0.0765928,0.497492
94.685,0.0789997,0.49881
110.371,0.0814098,0.498502
102.128,0.078929,0.505468
102.592,0.0763541,0.500809
95.5202,0.0808395,0.493662
110.643,0.0793314,0.498292
105.573,0.0794042,0.50074
103.242,0.0801906,0.496719
109.978,0.0795866,0.499895
102.078,0.0797944,0.503207
109.315,0.0783015,0.499985
106.461,0.0811719,0.499214
104.382,0.0818792,0.499779
104.023,0.0775776,0.496924
94.6831,0.0825462,0.497559
105.536,0.0798087,0.498124
98.6833,0.0839247,0.499795
98.875,0.0812638,0.501037
114.993,0.0784465,0.500345
98.838,0.078294,0.502583
108.689,0.0791861,0.49956
112.707,0.0800684,0.499364
99.618,0.0795116,0.495341
103.609,0.0773897,0.502917
102.202,0.0834021,0.500601
115.213,0.0796606,0.497964
105.369,0.0853028,0.497772
105.837,0.0777701,0.499727
103.143,0.0809639,0.498552
106.136,0.0772766,0.505244
110.19,0.0777189,0.490412
103.306,0.0811419,0.494832
105.509,0.0805063,0.498785
109.086,0.0786153,0.500817
99.3116,0.0792547,0.498822
98.8634,0.0825443,0.497438
107.221,0.0796557,0.503335
97.2224,0.0844964,0.500102
105.918,0.0811844,0.5024
97.5451,0.081849,0.500398
95.7883,0.0824601,0.50028
111.421,0.0821134,0.50256
103.246,0.0804551,0.493517
101.192,0.0844682,0.496919
101.933,0.0800537,0.49991
102.345,0.0812863,0.501168
98.36,0.0802881,0.496514
106.881,0.0810811,0.506666
99.1183,0.0799147,0.500633
105.619,0.0785566,0.50313
100.569,0.0808336,0.503804
97.2411,0.0818017,0.497789
103.854,0.0820675,0.505023
109.901,0.0823335,0.49629
104.471,0.0844203,0.503142
103.342,0.0850052,0.499375
104.485,0.0795283,0.504697
112.76,0.083555,0.496815
101.743,0.0851836,0.502041
98.2251,0.0797123,0.499449
100.018,0.0785485,0.5027
96.0127,0.0827614,0.504358
97.6799,0.0775445,0.498904
102.945,0.0830086,0.501931
98.7719,0.086997,0.500295
100.468,0.086748,0.50097
106.452,0.085735,0.501156
101.904,0.0858032,0.492987
104.386,0.0797689,0.503033
102.251,0.0860688,0.497369
96.632,0.0815246,0.50196
101.141,0.0815909,0.502951
104.436,0.086231,0.5016
100.333,0.0820342,0.500284
101.505,0.0846606,0.503628
94.9663,0.0858368,0.500094
97.9706,0.083245,0.501639
101.276,0.084141,0.504827
99.6073,0.083894,0.502343
89.9128,0.0843448,0.50001
96.631,0.0883715,0.501942
96.2181,0.0849668,0.496763
101.065,0.0848651,0.501187
99.7004,0.0822735,0.501555
104.906,0.0827808,0.495354
111.784,0.0868278,0.50415
107.95,0.0872079,0.497053
93.8428,0.0835872,0.505398
99.0265,0.0836866,0.500337
102.092,0.0865125,0.498422
108.356,0.0807331,0.503318
104.472,0.0831813,0.498355
92.6671,0.085429,0.500234
105.733,0.0820916,0.500659
98.2086,0.0821784,0.499928
106.679,0.0830021,0.50249
97.76,0.084751,0.504344
90.3985,0.0853623,0.501374
102.313,0.0894204,0.498413
103.657,0.0869393,0.500909
97.9657,0.0900202,0.499406
96.7503,0.0831746,0.495099
95.3001,0.0862648,0.498844
100.367,0.0910329,0.499706
101.203,0.0849368,0.499714
97.8249,0.0865662,0.503895
95.7785,0.088648,0.504975
110.021,0.0872896,0.499705
99.712,0.08606,0.504329
107.959,0.0832132,0.505816
106.717,0.086315,0.50591
101.272,0.088534,0.504179
98.716,0.0904429,0.497467
102.115,0.0865539,0.499483
101.821,0.0842042,0.499285
105.039,0.0894691,0.50138
94.6096,0.0900741,0.502795
102.728,0.0883919,0.500729
99.8088,0.0860377,0.49762
107.072,0.0918057,0.496906
112.814,0.0886128,0.50468
99.5031,0.0925324,0.503738
98.7184,0.0831193,0.502684
95.3538,0.0892732,0.498573
102.694,0.0839305,0.49742
109.499,0.0889262,0.494297
95.9246,0.0908473,0.502872
93.5766,0.0907776,0.501766
100.311,0.0869924,0.499737
95.4462,0.0925446,0.496071
99.5281,0.0909534,0.49799
105.455,0.0881289,0.504206
103.17,0.0903964,0.501243
100.608,0.0917537,0.502257
101.785,0.0849575,0.494634
99.382,0.0878865,0.499967
105.411,0.0889018,0.497713
94.6913,0.0934274,0.501719
99.1411,0.0912281,0.504374
94.1232,0.0921323,0.505285
108.153,0.0901711,0.49851
106.121,0.0901487,0.502923
96.8616,0.0909078,0.502429
97.9308,0.089619,0.510281
98.3102,0.0939597,0.499476
100.596,0.0871774,0.500129
103.395,0.0902938,0.501884
99.8098,0.0927993,0.497616
93.441,0.087191,0.500864
89.7617,0.088036,0.497468
98.9406,0.0923905,0.497809
100.56,0.0895411,0.50318
107.44,0.0928537,0.496409
98.9538,0.0968002,0.498197
93.7175,0.0919367,0.500369
105.253,0.0924636,0.496891
101.366,0.0927715,0.502263
99.7639,0.0953034,0.502887
92.8032,0.101994,0.500118
96.4872,0.0941778,0.500424
101.245,0.0933166,0.505173
95.4229,0.0917338,0.502148
104.149,0.0937188,0.505465
99.6563,0.0955478,0.502779
102.829,0.0945471,0.501466
90.3619,0.0925797,0.505741
101.91,0.093743,0.49801
96.5844,0.0953197,0.495422
100.774,0.0968938,0.497847
89.2206,0.099552,0.499124
98.2296,0.0986185,0.499491
101.648,0.0969988,0.499219
100.477,0.0969789,0.499306
107.437,0.100318,0.49822
101.797,0.0939767,0.494153
88.9632,0.0959572,0.502195
100.193,0.0971795,0.497249
98.4909,0.0999745,0.503408
101.582,0.0995591,0.50286
97.457,0.094031,0.496976
96.2215,0.0974348,0.49759
96.1582,0.0974876,0.502119
107.539,0.0981054,0.498113
108.758,0.0982903,0.497503
92.4957,0.0935273,0.497333
94.2212,0.0955601,0.502451
103.636,0.0979134,0.495463
96.5214,0.0972687,0.495418
95.9833,0.0997136,0.498138
96.2917,0.099386,0.502482
101.211,0.0993546,0.503615
93.3484,0.0987767,0.49568
93.7971,0.0982,0.496686
96.8264,0.0994035,0.501134
91.2454,0.0982024,0.502903
88.847,0.103299,0.507546
95.0707,0.101867,0.504944
88.3143,0.0995609,0.50498
102.667,0.104154,0.500847
96.4222,0.100783,0.496019
101.463,0.10297,0.498833
97.1597,0.101748,0.499907
92.0858,0.09997,0.495401
92.0321,0.101614,0.495049
90.0429,0.0994357,0.501457
99.422,0.103796,0.49836
90.2847,0.102338,0.502005
98.4764,0.102224,0.498332
92.061,0.0995599,0.500868
99.3702,0.103443,0.501109
97.0781,0.0993615,0.509494
96.7788,0.10196,0.497905
91.5828,0.104829,0.506486
90.6727,0.102224,0.500353
96.7924,0.0996426,0.49844
101.089,0.101607,0.505653
93.0114,0.101972,0.500067
100.495,0.0979824,0.498958
91.873,0.102903,0.501152
102.484,0.100002,0.500017
101.118,0.102194,0.502727
104.563,0.105392,0.498954
92.3503,0.10154,0.507052
97.201,0.102537,0.500491
93.2048,0.105144,0.499654
104.05,0.0993543,0.494567
100.433,0.105367,0.504115
102.375,0.102955,0.500204
101.994,0.102325,0.50729
100.982,0.103913,0.506585
96.6788,0.10239,0.501137
98.4185,0.102478,0.496046
93.8158,0.106215,0.501468
95.0845,0.106126,0.505513
92.923,0.106262,0.502438
86.9292,0.104438,0.498954
96.2049,0.102748,0.504484
91.5216,0.104303,0.498515
91.0207,0.106094,0.498819
93.0782,0.105519,0.504346
95.6082,0.103293,0.503067
101.079,0.105941,0.499735
94.9746,0.104142,0.498889
94.6877,0.107488,0.497378
97.1619,0.104979,0.499882
100.121,0.101507,0.504427
95.0585,0.102907,0.500127
86.8666,0.107792,0.505157
101.767,0.108486,0.495215
93.5582,0.106052,0.497333
94.5261,0.107839,0.502753
98.4509,0.108814,0.505114
98.4304,0.106685,0.506353
93.9684,0.112001,0.502515
91.0297,0.111744,0.49507
99.6997,0.102052,0.501386
94.8608,0.105807,0.500263
94.2262,0.102886,0.49845
92.49,0.109968,0.499798
98.0941,0.108558,0.503903
89.9751,0.110522,0.502488
89.3406,0.110004,0.497783
98.8677,0.106321,0.498958
96.1033,0.105954,0.501737
96.9856,0.109885,0.50603
94.8137,0.111597,0.501217
99.7803,0.108645,0.500993
100.713,0.105799,0.499607
104.051,0.106155,0.500572
98.2518,0.112133,0.501642
92.117,0.109129,0.504273
89.3543,0.109253,0.500931
100.93,0.109334,0.50069
93.9593,0.104399,0.501507
98.5861,0.109403,0.498781
98.1176,0.113077,0.503723
98.7002,0.107623,0.504801
97.0439,0.11275,0.503404
96.999,0.11026,0.498479
96.6195,0.110856,0.496545
92.6631,0.112728,0.496138
90.3955,0.10971,0.499173
99.1259,0.110792,0.502959
96.2219,0.11579,0.502561
94.5711,0.114294,0.500576
95.5593,0.111213,0.499825
89.9152,0.112364,0.500169
100.479,0.111721,0.504978
102.122,0.108786,0.498895
90.0148,0.114834,0.503269
97.9604,0.111749,0.501538
91.5374,0.114823,0.504968
99.6213,0.109621,0.498526
88.0455,0.11231,0.49866
94.6469,0.104785,0.50307
105.937,0.110822,0.493504
89.7945,0.117368,0.500914
95.2917,0.116603,0.496582
93.1845,0.112366,0.504569
94.873,0.117228,0.503003
89.7736,0.116097,0.505977
93.9517,0.114401,0.503496
95.7962,0.115169,0.496304
97.9824,0.111367,0.501691
94.514,0.116793,0.504377
93.958,0.118489,0.497774
89.2183,0.120574,0.501496
98.3566,0.112206,0.502996
92.0734,0.113205,0.507583
99.5829,0.11341,0.503867
86.6241,0.113435,0.503562
89.5915,0.118527,0.502115
93.4438,0.119261,0.50881
97.0938,0.113927,0.500532
98.1094,0.118252,0.503271
100.094,0.118956,0.504563
91.4439,0.116694,0.500589
97.0264,0.120794,0.498581
98.2518,0.122979,0.50267
95.5002,0.113771,0.500951
103.452,0.110008,0.501625
99.7255,0.114402,0.501454
90.3937,0.120247,0.500924
104.324,0.118605,0.500616
102.591,0.115936,0.504501
98.9905,0.114364,0.502467
83.4478,0.117758,0.500226
99.6732,0.118883,0.498088
89.3922,0.120102,0.505879
94.5145,0.118365,0.502283
90.6939,0.118819,0.505976
98.5275,0.117936,0.499813
90.3745,0.118359,0.498815
95.5753,0.115324,0.496317
83.8396,0.115597,0.502536
99.4285,0.115174,0.497109
95.1082,0.111643,0.503884
92.5414,0.11817,0.503562
93.8158,0.11436,0.496889
