Objective loss,KLD,Mutual loss
23.8642,0.36758,"[-72.65166473 -72.63502502 -72.6526413  -72.65209961 -72.64904022
 -72.64955902 -72.6480484  -72.65139008 -72.63952637 -72.6392746 ]"
Objective loss,KLD
23.8642,0.36758
Objective loss,KLD,Mutual loss
23.8642,0.36758,"[-72.65166473 -72.63502502 -72.6526413  -72.65209961 -72.64904022
 -72.64955902 -72.6480484  -72.65139008 -72.63952637 -72.6392746 ]"
23.7416,0.353678,"[-72.65615082 -72.63990784 -72.65748596 -72.65779877 -72.65471649
 -72.65523529 -72.65294647 -72.65584564 -72.64574432 -72.6447525 ]"
23.613,0.339859,"[-72.66081238 -72.64498138 -72.66251373 -72.66371918 -72.66060638
 -72.66112518 -72.65802765 -72.66046906 -72.65218353 -72.65044403]"
23.4789,0.326151,"[-72.66566467 -72.65026093 -72.6677475  -72.66986084 -72.66672516
 -72.66725159 -72.66331482 -72.6652832  -72.65888214 -72.65636444]"
23.3383,0.312621,"[-72.67069244 -72.65572357 -72.67317963 -72.67623138 -72.67306519
 -72.67359924 -72.66880035 -72.67028046 -72.66581726 -72.66249084]"
23.1912,0.299299,"[-72.67591095 -72.66139984 -72.67881012 -72.68283844 -72.67964935
 -72.68018341 -72.67449188 -72.67546082 -72.67299652 -72.66884613]"
23.0368,0.286196,"[-72.68133545 -72.66730499 -72.68466187 -72.6897049  -72.68648529
 -72.68702698 -72.68041229 -72.6808548  -72.68045807 -72.67546082]"
22.8746,0.273453,"[-72.68693542 -72.67339325 -72.69070435 -72.69677734 -72.69352722
 -72.69407654 -72.68651581 -72.68641663 -72.68813324 -72.68227386]"
22.7046,0.261035,"[-72.69274139 -72.67970276 -72.69696808 -72.70410919 -72.70082855
 -72.70137787 -72.69283295 -72.69218445 -72.6960907  -72.68933105]"
22.5276,0.249043,"[-72.69873047 -72.68621063 -72.70343018 -72.71166229 -72.70834351
 -72.70890808 -72.69936371 -72.69813538 -72.70427704 -72.6966095 ]"
22.3427,0.237549,"[-72.70488739 -72.69289398 -72.71006775 -72.71941376 -72.71607208
 -72.71663666 -72.70607758 -72.70424652 -72.71268463 -72.70407867]"
Objective loss,KLD
23.8642,0.36758
23.7416,0.353678
23.613,0.339859
23.4789,0.326151
23.3383,0.312621
23.1912,0.299299
23.0368,0.286196
22.8746,0.273453
22.7046,0.261035
22.5276,0.249043
22.3427,0.237549
Objective loss,KLD,Mutual loss
